1859.5,1768.8,1636.4,1529.7,683.29,335.03,240.33,478.22,17099,13737,11608,11497,2.6667,2.5333,4.2667,2.6667,-1,-1,-1,-1
219.94,1404.3,324.43,433.62,781.16,795.27,186.32,207.48,31478,17285,17125,16740,2.8,2.6667,2.1333,2.1333,1,-1,-1,-1
1585.8,1977.5,1819,1508.3,1436.7,1021.4,1407.1,1435.5,18113,17682,14603,14052,9.0667,2.9333,4.2667,7.6,-1,-1,-1,-1
865.16,1106.9,808.52,1125.5,1027.1,270.06,934.25,1258.4,7357.4,7308.8,5748.8,5488.8,2.6667,2.1333,2.6667,3.0667,-1,-1,-1,-1
1176.2,279.01,1050.9,1908.3,272.87,1507,182.46,1488.1,20297,16825,14919,13196,5.7333,2.8,2.6667,2.1333,-1,-1,-1,-1
1017.3,798.51,1895,800.9,341.61,351.01,1389.5,351.22,19482,10887,10102,9748.3,3.0667,3.0667,2.8,3.8667,-1,-1,-1,-1
1640.5,1136.6,630.3,1162.1,126.86,720.36,536.18,467.95,13932,13346,13327,12677,2.6667,4,4.2667,4.2667,-1,-1,-1,-1
1796.2,1175.8,681.04,1187.5,1447.7,554.73,563.8,563.69,12621,9979.8,8310.6,6257.1,2.8,2.5333,2,2,-1,-1,-1,-1
921.36,629.82,898.16,980.61,685.34,691.76,690.54,686.02,40717,38773,27100,24087,2.9333,2.8,2.9333,3.8667,-1,-1,-1,-1
832.72,776.07,834.31,797.11,248.69,187.16,211.23,209.46,19680,18701,18137,17602,2.5333,2.1333,2.2667,2.9333,1,1,1,1
1839.9,398.55,671.98,1701.7,1194.4,165.27,369.76,1523,12393,12307,12124,11137,4,2.1333,4,2.1333,-1,-1,-1,1
835.75,937.37,868.9,1039.8,1143.6,554.39,1448.7,1432.5,17864,14932,14304,13677,2.4,7.4667,6.1333,5.2,1,1,-1,-1
1510,1741.5,1513.3,1517.2,238.91,503.43,272.08,197.46,22832,18721,15876,15237,5.8667,4.6667,11.467,2.2667,1,-1,-1,-1
1551.9,1156.1,1301.3,979.21,103.98,1218,166.49,157.38,20973,9422.8,7014.7,6911.9,12.533,11.867,6,11.6,1,1,-1,-1
503.88,1414,1381.1,502.16,1259.1,1357.7,1222.9,1272.7,12519,9961.1,9606.4,9344.1,2.1333,4.2667,4.5333,2.6667,-1,-1,-1,-1
1576.8,906.71,1609.6,966.39,1503.2,603.98,1508.2,785.71,36607,36019,34510,33207,4.1333,7.6,3.7333,11.733,1,1,1,1
1649.8,1979.1,91.694,1044.9,370.88,959.05,1518.9,803.28,11179,10547,10326,9939.4,2.9333,2.8,2.5333,4,-1,-1,1,-1
849.37,934.1,790.11,1475.9,1090.5,887.41,1276.7,970.96,9674.4,9631.3,9596.3,9546.8,4.1333,5.7333,4.1333,6.1333,1,-1,1,-1
642.1,1073.1,1074,590.08,974.82,1024.9,1029.2,1354.1,34138,33543,31729,29181,12.4,4.2667,5.6,8.8,-1,-1,-1,-1
1317.4,981.48,749.17,1267.2,150.77,104.93,337.13,224.03,36333,31288,31039,30362,2.1333,2.9333,2.1333,2.6667,-1,-1,-1,-1
1051.7,1053.9,748.87,747.99,1179.8,1059,314.4,315.27,14798,13606,13403,12827,11.333,2.6667,3.2,3.8667,-1,1,-1,-1
1523.9,1603.1,1614.5,1200.5,1310.7,1144.7,1143.5,926.5,39352,34767,34575,33788,1.8667,2,2.1333,9.0667,1,1,1,-1
988.12,960.91,1118.6,499.49,271.06,269.93,140.78,160.74,22697,22042,21497,20290,2.2667,2,12.4,8.6667,-1,-1,-1,-1
1278.8,1493.9,1183.8,1308.4,1289.8,1144.8,1187.9,1350.5,46823,42039,40085,40039,2.8,2.5333,2.4,2.9333,-1,-1,-1,-1
1897.8,1798.3,1805.8,1955.5,274.16,278.24,229.64,406.07,22621,21797,20503,18018,8.2667,4.2667,10.8,4.1333,-1,-1,-1,-1
827.97,821.04,844.13,501.09,653.33,797.75,775.12,685.01,23693,21457,19150,18335,6.9333,4.2667,5.6,5.7333,-1,-1,-1,-1
1411.8,1391.1,1363.6,1438.6,670.84,693.06,727.9,644.82,28161,26773,25339,22991,4.4,4.6667,4.1333,4.4,-1,-1,-1,-1
975.79,987.94,1183,1208.1,886.6,784.55,819.58,820.96,11348,10962,10159,10065,2.6667,2.5333,4.2667,4,-1,-1,-1,-1
282.43,1185.9,227.81,1002,489.06,686.03,896.71,433.91,5767.9,3492.8,3209.1,2928.8,12,2.8,11.867,11.867,-1,-1,1,1
818.95,820.08,995.95,707.1,1046,1370.8,938.63,1222.8,12803,11865,10452,10428,4,5.8667,2.8,4.4,1,-1,1,1
1158.3,914.57,908.09,921.45,338.6,347.52,347.13,348.73,27221,20716,18435,17056,11.733,6.2667,4.4,8.8,-1,-1,-1,-1
1183.7,1364.1,524.21,1409.2,803.08,1492.6,1473.7,1510,6788.4,6598.1,6322,6004.2,2.2667,4.2667,9.0667,4.2667,1,-1,1,-1
1163.8,840.46,670.1,1146.5,1372.2,1451.5,725.24,1458.9,12262,8421,7771.8,6991.6,8.4,5.3333,7.7333,4,-1,-1,-1,-1
