1859.5,1529.7,993.05,1710.8,683.33,478.42,371.28,552.61,17324,16365,15341,13989,2.8,2.8,3.0667,2.6667,-1,-1,-1,-1
873.79,858.9,882.96,673.37,423.98,469.45,568.64,671.48,85673,82484,74470,74057,2.9333,2.9333,2.9333,2.6667,-1,-1,-1,-1
1977.7,1585.6,1508.3,110.5,1021.3,1436.7,1435.6,1431,22236,17901,15569,14851,2.9333,9.2,7.7333,2.9333,-1,-1,-1,-1
865.16,1531.3,808.59,1351.3,1027.1,1318.4,934.32,1251.1,7318.4,6160.2,6102.9,6034.4,2.5333,8.9333,2.6667,2.8,-1,1,-1,-1
279.17,1176.3,1908.3,1083.3,1506.7,272.71,1488.2,759.8,17617,17584,15470,15114,2.8,5.7333,2.2667,8.2667,-1,-1,-1,1
1266.7,1306.7,1237.4,1004,904.1,860.04,967.25,901.61,24893,24804,21420,20774,8.9333,9.2,5.7333,9.3333,1,1,1,1
1218.7,1136.9,1206.3,630.31,387.08,720.28,526.74,535.82,15601,15091,13763,13669,4.4,4.1333,4.1333,4.1333,-1,-1,-1,-1
1796.3,681.02,1176.3,1182.7,1447.6,563.74,554.97,558.97,12803,10257,9733.7,6570.1,2.8,2.1333,2.5333,5.6,-1,-1,-1,-1
921.34,629.91,898.19,679.66,685.41,691.86,690.29,692.76,38216,27001,23722,19333,2.8,2.6667,2.9333,2.8,-1,-1,-1,-1
796.97,776.11,846.29,807.4,209.56,187.04,204.58,170.69,32577,28870,28000,26041,2.9333,2.1333,2.6667,2.6667,1,1,1,1
1914.7,1936.2,671.92,398.56,614.11,633.66,369.79,165.19,16895,15565,12774,12262,4.2667,6.2667,4,2.1333,1,-1,-1,-1
1031,835.67,1772.6,846.66,1458.7,1143.1,989.91,1125.2,13983,13918,12644,11980,6.2667,2.5333,2.8,2.8,-1,1,1,-1
1509.8,894.7,715.74,725.35,238.64,204.72,200.22,202.23,40959,13950,11965,11720,6.1333,6,11.467,7.6,1,1,1,1
1552.2,1156.1,480.53,427.67,104.45,1217.7,883.89,126.65,23848,10519,7246.6,6672.9,12.8,12.4,12.533,8.8,1,1,1,-1
503.83,1413.5,1380.6,744.91,1259,1357.4,1222.8,1356.6,12393,11572,11004,10270,2.1333,4.2667,4.5333,11.733,-1,-1,-1,-1
966.87,1576.8,1609.6,1630.8,786.29,1503.2,1508.3,1511.6,44389,35865,35550,28313,11.867,4.1333,3.7333,2.5333,1,1,1,1
1640.9,1251.7,1250.7,1273,285.84,1299.5,1296.3,1195.5,13885,12491,11092,10865,2.9333,2.6667,4.1333,2.4,1,1,1,-1
390.35,1537.2,790.37,1353.3,513.62,588.26,1276.8,621.74,11350,10146,10111,10088,12,12.4,4.2667,7.6,1,1,1,1
1060.2,1072.9,1231.9,1072,1054.5,1024.4,746.22,1021.9,29648,27458,25335,25041,4.4,4.1333,6.1333,3.0667,1,-1,1,-1
1317.4,933.61,1881.6,1923.8,150.74,1277.8,396.1,696.83,39450,37805,33681,32384,2.1333,1.8667,2.9333,2.9333,-1,1,1,1
1054.1,1392.4,1736.5,1092.4,1059,1003.9,992.87,1044.2,20436,14704,13588,13407,2.6667,4.4,4.4,2.6667,1,1,1,1
551.86,658.74,2024.1,1524.1,734,780.39,1382.2,1310.9,60036,42784,40834,40186,2.9333,2,2.9333,1.8667,1,-1,-1,1
1118.4,1151.4,987.99,741.09,106.21,97.913,271.14,178.38,18139,16117,15849,15716,4.5333,2.8,2.1333,4.5333,1,1,-1,1
281.83,232.93,1043.6,136.19,419.04,356.94,524.1,1389,48993,36943,35363,34791,4.2667,2.2667,5.6,4.5333,-1,-1,-1,-1
1847.4,394.83,1624.8,1798.5,93.092,510.36,482.73,278.73,28085,25284,24416,23322,6.4,8.1333,9.2,4.4,-1,-1,-1,-1
828.2,844.79,502.07,510.34,654.34,776.38,686.09,1262.4,24693,20288,19989,18620,6.8,5.7333,5.7333,12.4,-1,-1,-1,-1
1426.2,869.3,1360.7,1483,656.95,565.06,725.31,582.98,23497,21588,19704,19650,5.4667,2.4,5.6,2.6667,1,-1,-1,-1
1109.9,1099.4,975.77,701.11,426.91,763.46,886.69,817.73,14031,10333,9562.3,9148.3,4.1333,7.6,2.6667,6,1,1,-1,1
144.67,1005.3,1002.3,1035.5,721.79,441.27,434.44,449.66,7101.3,6550.7,6548.4,5035.3,12.267,8.9333,11.733,8.8,1,1,1,-1
819.16,996.07,648.33,1486.9,1046.1,938.58,1467.8,439.54,20708,16849,15700,14331,4,2.8,2.8,12.133,1,1,-1,-1
427.04,382.6,1517.2,427.95,1499,466.55,862.89,1501.9,4863,4727.5,4637.4,4340.3,2.8,2.6667,2.5333,2.6667,1,1,-1,1
1183.7,1197.2,1018.3,991.51,803.1,801.93,718.07,638.13,14741,13906,13682,13219,2.2667,2.5333,2.5333,2.6667,1,1,1,1
1163.7,840.4,1146.5,828.09,1372.4,1451.3,1458.9,1241.4,15157,9532.8,7081.7,6252.1,8.2667,5.4667,4,2.4,-1,-1,-1,1
